subtaskID,datapointID,answer
1,0,0.6877448241632352
1,1,0.05537737793798314
1,2,0.6643159437703301
1,3,0.5447879716683675
1,4,0.6103516575512447
1,5,0.3610619184191196
1,6,0.24456248465783292
1,7,0.9918382936407474
1,8,0.7156643423364573
1,9,0.9730820176147151
1,10,0.40395345439464747
1,11,0.04811424704060463
1,12,0.3030818058622693
1,13,0.07764553641807681
1,14,0.5138433520299394
1,15,0.2687338558896737
1,16,0.6953285909201636
1,17,0.3413963784962294
1,18,0.6872158201454562
1,19,0.6861830731911912
1,20,0.41001104384870757
1,21,0.2651026650066841
1,22,0.7822790196581214
1,23,0.19777456143827854
1,24,0.9886354290891182
1,25,0.3606849389690868
1,26,0.9980877602024222
1,27,0.158424473327628
1,28,0.6224179340224381
1,29,0.3015873311469871
1,30,0.16391505128677475
1,31,0.6772006678645087
1,32,0.34048841132979535
1,33,0.3706180089257427
1,34,0.7692514294065892
1,35,0.28173904315263065
1,36,0.7526728814801269
1,37,0.6010440151270908
1,38,0.07187615344691123
1,39,0.8990710449663541
1,40,0.8367433314114238
1,41,0.9809811083621015
1,42,0.749192671392195
1,43,0.24912019560206766
1,44,0.5144680898666579
1,45,0.32545730201909306
1,46,0.477189111328581
1,47,0.8008853088376342
1,48,0.7538459257274942
1,49,0.8473055706946796
1,50,0.41773114258832933
1,51,0.78467667452584
1,52,0.7621884383138385
1,53,0.5897390848673248
1,54,0.6941953580949005
1,55,0.7069128775130155
1,56,0.5066258069150033
1,57,0.6803787033708157
1,58,0.40627940684484365
1,59,0.8212518671064349
1,60,0.10023300982681216
1,61,0.7407555410566107
1,62,0.829459306648727
1,63,0.5201396111525532
1,64,0.20890569145603377
1,65,0.984361641523646
1,66,0.5440251416402702
1,67,0.010132673242977619
1,68,0.9042693647608205
1,69,0.5560656387100418
1,70,0.38682109992909997
1,71,0.17565286079332243
1,72,0.08083960404953305
1,73,0.504897301008641
1,74,0.6498081212373247
1,75,0.47405566106615293
1,76,0.9233386508553849
1,77,0.25489564765388206
1,78,0.12442364190058841
1,79,0.9050388868797662
1,80,0.8199025967477033
1,81,0.23092281463028375
1,82,0.7651000600433271
1,83,0.5245171636492394
1,84,0.49497462137780646
1,85,0.012445109181890901
1,86,0.5804678399818132
1,87,0.7030596243371151
1,88,0.19718415271013912
1,89,0.1809627117025958
1,90,0.580660998624281
1,91,0.2713619140748208
1,92,0.7279146333362951
1,93,0.30236295105049515
1,94,0.1761812729024267
1,95,0.716754000395684
1,96,0.458101488434947
1,97,0.0022007198010698392
1,98,0.2721579180054484
1,99,0.8183296237330365
1,100,0.16618251946326124
1,101,0.9385259701699536
1,102,0.5604073105298648
1,103,0.45344895364519866
1,104,0.5368633237356643
1,105,0.4596757043190842
1,106,0.2304044858676514
1,107,0.8711453401507763
1,108,0.07599706433365427
1,109,0.13064277395032287
1,110,0.6780113225566423
1,111,0.8873574521732406
1,112,0.5139372883022617
1,113,0.4019463872479361
1,114,0.8935436743359672
1,115,0.827832574779056
1,116,0.9240399980582209
1,117,0.4091100346069053
1,118,0.43724530091311664
1,119,0.508798434771079
1,120,0.44118416926238957
1,121,0.11112690399706715
1,122,0.6544763642514462
1,123,0.9032029654702258
1,124,0.2634206911133675
1,125,0.9120222346014598
1,126,0.8696427878934989
1,127,0.05159078012541107
1,128,0.1880659270440712
1,129,0.1415869353512621
1,130,0.8418898314552166
1,131,0.37594234246946734
1,132,0.17050126951721567
1,133,0.9857851824093675
1,134,0.4708238779961865
1,135,0.009989459004673407
1,136,0.7133751813149911
1,137,0.20901188786395464
1,138,0.04835195436575235
1,139,0.12186864145379184
1,140,0.31724335162330797
1,141,0.4258278000819232
1,142,0.35779992077443756
1,143,0.05744627379101408
1,144,0.533501841084558
1,145,0.471612734811641
1,146,0.2941551531078126
1,147,0.722029213524563
1,148,0.6706743735263221
1,149,0.16033238175301134
1,150,0.40865081152349436
1,151,0.5744594416035941
1,152,0.2938073346548371
1,153,0.7380070464673316
1,154,0.23209381308770627
1,155,0.9316326879221917
1,156,0.8527819636887587
1,157,0.17470462618486327
1,158,0.9651230785317316
1,159,0.44842914035104164
1,160,0.8435237153438216
1,161,0.26902723573966103
1,162,0.3916390751286304
1,163,0.23316431581224184
1,164,0.5024684912832874
1,165,0.6020307543622231
1,166,0.37307609158632027
1,167,0.5566745808764956
1,168,0.08907269893504288
1,169,0.9080202598166129
1,170,0.6086946026841148
1,171,0.49042644081744324
1,172,0.8574149759580545
1,173,0.5710890555107468
1,174,0.3750625665685463
1,175,0.8635012486198435
1,176,0.8932703772021414
1,177,0.24779617646743413
1,178,0.6366347501758323
1,179,0.3587811603029446
1,180,0.051384188696672606
1,181,0.12702045893737457
1,182,0.8102346671414922
1,183,0.54188271889053
1,184,0.5827751497887057
1,185,0.2680667203900904
1,186,0.5745800379547701
1,187,0.8415822142205543
1,188,0.9292454852151413
1,189,0.5710047081738011
1,190,0.22085403531213543
1,191,0.7297391811770092
1,192,0.5349567080384448
1,193,0.18391254257404566
1,194,0.7853751197258001
1,195,0.07721575850294682
1,196,0.30517596176228
1,197,0.9210307372744309
1,198,0.3538501124610194
1,199,0.7442880856484595
1,200,0.9785183151742141
1,201,0.3628109917921015
1,202,0.10764393980195797
1,203,0.2927498084550094
1,204,0.40464872529128926
1,205,0.5246227294872277
1,206,0.8349578416158666
1,207,0.21801491720068122
1,208,0.6400420858660449
1,209,0.5626107077413172
1,210,0.32493293827734415
1,211,0.9314853304575892
1,212,0.18701335648131978
1,213,0.25435848884811596
1,214,0.20914798217042585
1,215,0.8479478695973366
1,216,0.5694158281356192
1,217,0.9951875742591678
1,218,0.2902215915055687
1,219,0.49850689519278224
1,220,0.4194203336635255
1,221,0.440768724816919
1,222,0.6285053398748796
1,223,0.08618205499425646
1,224,0.7530638486843891
1,225,0.2007774785692883
1,226,0.5786310517122343
1,227,0.6065039554997729
1,228,0.13795371566319492
1,229,0.020687390724332122
1,230,0.853566537365243
1,231,0.17545594801979858
1,232,0.26182764683483206
1,233,0.907700296670286
1,234,0.2403293828778078
1,235,0.15406704533939652
1,236,0.08465750045052911
1,237,0.7430784274001397
1,238,0.18607739833987103
1,239,0.13436993012670817
1,240,0.8815544527204088
1,241,0.6166755927580223
1,242,0.6244360742862872
1,243,0.6485652290201868
1,244,0.060525077284545925
1,245,0.9303789337868349
1,246,0.2549906121518143
1,247,0.2855059790886243
1,248,0.00952230185149272
1,249,0.8945937163996487
1,250,0.45321713183046786
1,251,0.9547648798609852
1,252,0.9784545416023567
1,253,0.4758258724951949
1,254,0.5749395657801813
1,255,0.7031715793047371
1,256,0.4636902788243672
1,257,0.3160389347529301
1,258,0.1183879942623256
1,259,0.8139752845584004
1,260,0.39738899170120046
1,261,0.516932689727466
1,262,0.971184051791163
1,263,0.5786359805564651
1,264,0.928015137451475
1,265,0.5245183119090849
1,266,0.6465458796050882
1,267,0.6881507679514364
1,268,0.9829083081439548
1,269,0.026457387570504753
1,270,0.9492200944578246
1,271,0.3205560233816742
1,272,0.6188216511018008
1,273,0.18795075500627545
1,274,0.39909667149422146
1,275,0.3621573552475813
1,276,0.5374568755415823
1,277,0.5032817420468243
1,278,0.2861319171458768
1,279,0.5742202519769302
1,280,0.05122016091110548
1,281,0.3349569703165387
1,282,0.6400551724092652
1,283,0.7348441351739247
1,284,0.10221689150915192
1,285,0.30229593755004347
1,286,0.891850638069443
1,287,0.09290437067650759
1,288,0.527433021586726
1,289,0.2261017209688847
1,290,0.3846392851455912
1,291,0.6687137243260645
1,292,0.44389401493662195
1,293,0.5502459412336254
1,294,0.2725788423182074
1,295,0.852567182191113
1,296,0.730461982586053
1,297,0.4862062551145946
1,298,0.5843813932194378
1,299,0.35218724409566726
1,300,0.9528633805586114
1,301,0.31620376381559856
1,302,0.3691952870987093
1,303,0.6165441607663844
1,304,0.5236956457679538
1,305,0.8546344244250073
1,306,0.8027756972961746
1,307,0.7342693657500929
1,308,0.6924597460299915
1,309,0.5394384339108766
1,310,0.5691317995650702
1,311,0.195504750041245
1,312,0.7434337883089056
1,313,0.060089275001296794
1,314,0.7004646397173119
1,315,0.6850746709568005
1,316,0.6366350625840801
1,317,0.47200377061765353
1,318,0.7077335669505558
1,319,0.40495215546652863
1,320,0.44914814673831527
