word_id,contextual_surprisal
arg_pisacowsmilk_10_page_1_0,7.048091769218445
arg_pisacowsmilk_10_page_1_1,1.5253924131393433
arg_pisacowsmilk_10_page_1_2,1.826062798500061
arg_pisacowsmilk_10_page_1_3,9.561948776245117
arg_pisacowsmilk_10_page_1_4,10.175928115844727
arg_pisacowsmilk_10_page_1_5,4.537579536437988
arg_pisacowsmilk_10_page_1_6,9.039276123046875
arg_pisacowsmilk_10_page_1_7,7.2691134214401245
arg_pisacowsmilk_10_page_1_8,4.711233139038086
arg_pisacowsmilk_10_page_1_9,4.622725486755371
arg_pisacowsmilk_10_page_1_10,0.5418370701372623
arg_pisacowsmilk_10_page_1_11,5.213822364807129
arg_pisacowsmilk_10_page_1_12,9.407902717590332
arg_pisacowsmilk_10_page_1_13,0.1571030467748642
arg_pisacowsmilk_10_page_1_14,0.4296359419822693
arg_pisacowsmilk_10_page_1_15,0.08898428082466125
arg_pisacowsmilk_10_page_1_16,0.8011545538902283
arg_pisacowsmilk_10_page_1_17,4.10321044921875
arg_pisacowsmilk_10_page_1_18,6.576848566532135
arg_pisacowsmilk_10_page_1_19,12.84443836286664
arg_pisacowsmilk_10_page_1_20,0.8919329643249512
arg_pisacowsmilk_10_page_1_21,7.373517990112305
arg_pisacowsmilk_10_page_1_22,11.697163581848145
arg_pisacowsmilk_10_page_1_23,9.096851766109467
arg_pisacowsmilk_10_page_1_24,8.117996215820312
arg_pisacowsmilk_10_page_1_25,0.06651976704597473
arg_pisacowsmilk_10_page_1_26,4.923676490783691
arg_pisacowsmilk_10_page_1_27,2.2147998809814453
arg_pisacowsmilk_10_page_1_28,3.0720725059509277
arg_pisacowsmilk_10_page_1_29,1.3978651762008667
arg_pisacowsmilk_10_page_1_30,2.907510280609131
arg_pisacowsmilk_10_page_1_31,2.7128608226776123
arg_pisacowsmilk_10_page_1_32,10.221908926963806
arg_pisacowsmilk_10_page_1_33,8.036932945251465
arg_pisacowsmilk_10_page_1_34,4.888937950134277
arg_pisacowsmilk_10_page_1_35,9.845735549926758
arg_pisacowsmilk_10_page_1_36,5.080068588256836
arg_pisacowsmilk_10_page_1_37,8.038110733032227
arg_pisacowsmilk_10_page_1_38,1.4844762086868286
arg_pisacowsmilk_10_page_1_39,1.6393425464630127
arg_pisacowsmilk_10_page_1_40,2.0188069343566895
arg_pisacowsmilk_10_page_1_41,3.156623601913452
arg_pisacowsmilk_10_page_1_42,3.1613879203796387
arg_pisacowsmilk_10_page_1_43,3.793874740600586
arg_pisacowsmilk_10_page_1_44,7.0467613488435745
arg_pisacowsmilk_10_page_1_45,0.5896692276000977
arg_pisacowsmilk_10_page_1_46,4.396426200866699
arg_pisacowsmilk_10_page_1_47,2.795403003692627
arg_pisacowsmilk_10_page_1_48,6.25599479675293
arg_pisacowsmilk_10_page_1_49,3.3045907020568848
arg_pisacowsmilk_10_page_1_50,0.3078281581401825
arg_pisacowsmilk_10_page_1_51,2.549238920211792
arg_pisacowsmilk_10_page_1_52,0.27488330006599426
arg_pisacowsmilk_10_page_1_53,0.2781262695789337
arg_pisacowsmilk_10_page_1_54,1.993260983377695
arg_pisacowsmilk_10_page_1_55,3.1749491691589355
arg_pisacowsmilk_10_page_1_56,4.557823181152344
arg_pisacowsmilk_10_page_1_57,1.1813467741012573
arg_pisacowsmilk_10_page_1_58,2.4769458770751953
arg_pisacowsmilk_10_page_1_59,4.3416008949279785
arg_pisacowsmilk_10_page_1_60,4.73091983795166
arg_pisacowsmilk_10_page_1_61,2.2339258193969727
arg_pisacowsmilk_10_page_1_62,0.007227110676467419
arg_pisacowsmilk_10_page_1_63,4.140833616256714
arg_pisacowsmilk_10_page_1_64,5.616650819778442
arg_pisacowsmilk_10_page_1_65,0.08985202014446259
arg_pisacowsmilk_10_page_1_66,0.07119850814342499
arg_pisacowsmilk_10_page_1_67,0.05436072126030922
arg_pisacowsmilk_10_page_1_68,1.4526432752609253
arg_pisacowsmilk_10_page_1_69,4.980656623840332
arg_pisacowsmilk_10_page_1_70,3.5285849571228027
arg_pisacowsmilk_10_page_1_71,0.48036110401153564
arg_pisacowsmilk_10_page_1_72,0.008694294840097427
arg_pisacowsmilk_10_page_1_73,3.3495728969573975
arg_pisacowsmilk_10_page_1_74,4.593957781791687
arg_pisacowsmilk_10_page_1_75,6.306446745991707
arg_pisacowsmilk_10_page_1_76,1.4504854679107666
arg_pisacowsmilk_10_page_1_77,6.245789527893066
arg_pisacowsmilk_10_page_1_78,2.162170648574829
arg_pisacowsmilk_10_page_1_79,3.0672667026519775
arg_pisacowsmilk_10_page_1_80,0.2861842215061188
arg_pisacowsmilk_10_page_1_81,9.315427780151367
arg_pisacowsmilk_10_page_1_82,3.0911829471588135
arg_pisacowsmilk_10_page_1_83,7.86037315428257
arg_pisacowsmilk_10_page_1_84,0.15854033827781677
arg_pisacowsmilk_10_page_1_85,1.4071024134755135
arg_pisacowsmilk_10_page_1_86,5.725251197814941
arg_pisacowsmilk_10_page_1_87,0.10767380893230438
arg_pisacowsmilk_10_page_1_88,5.167920112609863
arg_pisacowsmilk_10_page_1_89,6.569316387176514
arg_pisacowsmilk_10_page_1_90,7.580915451049805
arg_pisacowsmilk_10_page_1_91,1.3816145658493042
arg_pisacowsmilk_10_page_1_92,2.9386744499206543
arg_pisacowsmilk_10_page_1_93,8.67368769645691
arg_pisacowsmilk_10_page_2_0,18.552765199914575
arg_pisacowsmilk_10_page_2_1,21.59873253107071
arg_pisacowsmilk_10_page_2_2,11.994138717651367
arg_pisacowsmilk_10_page_2_3,4.745486617088318
arg_pisacowsmilk_10_page_2_4,0.6924731135368347
arg_pisacowsmilk_10_page_2_5,14.087598085403442
arg_pisacowsmilk_10_page_2_6,9.795733332633972
arg_pisacowsmilk_10_page_2_7,14.689393520355225
arg_pisacowsmilk_10_page_3_0,4.4334517121315
arg_pisacowsmilk_10_page_3_1,4.435930252075195
arg_pisacowsmilk_10_page_3_2,3.3972067832946777
arg_pisacowsmilk_10_page_3_3,3.138400077819824
arg_pisacowsmilk_10_page_3_4,20.55394771695137
arg_pisacowsmilk_10_page_3_5,3.351682662963867
arg_pisacowsmilk_10_page_3_6,7.895797252655029
arg_pisacowsmilk_10_page_3_7,5.861614221932541
arg_pisacowsmilk_10_page_3_8,1.2982059717178345
arg_pisacowsmilk_10_page_3_9,3.201120615005493
arg_pisacowsmilk_10_page_3_10,1.8820271492004395
arg_pisacowsmilk_10_page_3_11,1.0350577533245087
arg_pisacowsmilk_10_page_3_12,1.2050633430480957
arg_pisacowsmilk_10_page_3_13,3.1124907732009888
arg_pisacowsmilk_10_page_3_14,6.6583288028487
arg_pisacowsmilk_10_page_3_15,9.066669464111328
arg_pisacowsmilk_10_page_3_16,3.698945999145508
arg_pisacowsmilk_10_page_3_17,2.932248592376709
arg_pisacowsmilk_10_page_3_18,2.4907538890838623
arg_pisacowsmilk_10_page_3_19,0.1419057995080948
arg_pisacowsmilk_10_page_3_20,13.418417930603027
arg_pisacowsmilk_10_page_3_21,1.9485628604888916
arg_pisacowsmilk_10_page_3_22,4.617409180384129
arg_pisacowsmilk_10_page_3_23,5.271954843017738
arg_pisacowsmilk_10_page_3_24,7.203168869018555
arg_pisacowsmilk_10_page_3_25,1.762770652770996
arg_pisacowsmilk_10_page_3_26,0.12175746262073517
arg_pisacowsmilk_10_page_3_27,3.2650108337402344
arg_pisacowsmilk_10_page_3_28,0.5756897330284119
arg_pisacowsmilk_10_page_3_29,2.017847418785095
arg_pisacowsmilk_10_page_3_30,7.20053231716156
arg_pisacowsmilk_10_page_3_31,4.181910037994385
arg_pisacowsmilk_10_page_3_32,2.9342241287231445
arg_pisacowsmilk_10_page_3_33,0.5412063002586365
arg_pisacowsmilk_10_page_3_34,1.0337260961532593
arg_pisacowsmilk_10_page_3_35,0.05061768740415573
arg_pisacowsmilk_10_page_3_36,1.0862128914741334
arg_pisacowsmilk_10_page_3_37,2.8392279148101807
arg_pisacowsmilk_10_page_3_38,2.002744674682617
arg_pisacowsmilk_10_page_3_39,5.730189800262451
arg_pisacowsmilk_10_page_3_40,0.7063409686088562
arg_pisacowsmilk_10_page_3_41,0.14145165850641206
arg_pisacowsmilk_10_page_3_42,1.568225383758545
arg_pisacowsmilk_10_page_3_43,0.014796397648751736
arg_pisacowsmilk_10_page_3_44,2.370393991470337
arg_pisacowsmilk_10_page_3_45,0.03515851870179176
arg_pisacowsmilk_10_page_3_46,1.6128336191177368
arg_pisacowsmilk_10_page_3_47,0.6740742921829224
arg_pisacowsmilk_10_page_4_0,1.88078773021698
arg_pisacowsmilk_10_page_4_1,0.7867318987846375
arg_pisacowsmilk_10_page_4_2,5.010087013244629
arg_pisacowsmilk_10_page_4_3,2.2240371704101562
arg_pisacowsmilk_10_page_4_4,3.32661509513855
arg_pisacowsmilk_10_page_4_5,2.9975998401641846
arg_pisacowsmilk_10_page_4_6,22.523715168237686
arg_pisacowsmilk_10_page_4_7,8.108827590942383
arg_pisacowsmilk_10_page_4_8,0.13439598679542542
arg_pisacowsmilk_10_page_4_9,2.789760112762451
arg_pisacowsmilk_10_page_4_10,5.581103324890137
arg_pisacowsmilk_10_page_4_11,0.506603479385376
arg_pisacowsmilk_10_page_4_12,2.0064706802368164
arg_pisacowsmilk_10_page_4_13,7.205455780029297
arg_pisacowsmilk_10_page_4_14,0.1830984354019165
arg_pisacowsmilk_10_page_4_15,2.1565585136413574
arg_pisacowsmilk_10_page_4_16,2.525846481323242
arg_pisacowsmilk_10_page_4_17,0.24137276411056519
arg_pisacowsmilk_10_page_4_18,3.000559091567993
arg_pisacowsmilk_10_page_4_19,3.7366107776761055
arg_pisacowsmilk_10_page_4_20,7.918654441833496
arg_pisacowsmilk_10_page_4_21,4.362209320068359
arg_pisacowsmilk_10_page_4_22,1.5286028981208801
arg_pisacowsmilk_10_page_4_23,3.6092302799224854
arg_pisacowsmilk_10_page_4_24,2.2918450832366943
arg_pisacowsmilk_10_page_4_25,4.690553187974729
arg_pisacowsmilk_10_page_4_26,0.48435407876968384
arg_pisacowsmilk_10_page_4_27,2.9862585067749023
arg_pisacowsmilk_10_page_4_28,0.11652371287345886
arg_pisacowsmilk_10_page_4_29,1.1500890254974365
arg_pisacowsmilk_10_page_4_30,3.634792387485504
arg_pisacowsmilk_10_page_4_31,4.2065887451171875
arg_pisacowsmilk_10_page_4_32,3.9746246337890625
arg_pisacowsmilk_10_page_4_33,2.1697938442230225
arg_pisacowsmilk_10_page_4_34,0.09798017144203186
arg_pisacowsmilk_10_page_4_35,2.9468789100646973
arg_pisacowsmilk_10_page_4_36,6.150130271911621
arg_pisacowsmilk_10_page_4_37,1.0436501502990723
arg_pisacowsmilk_10_page_4_38,3.9528377056121826
arg_pisacowsmilk_10_page_4_39,5.996973991394043
arg_pisacowsmilk_10_page_4_40,1.8558686971664429
arg_pisacowsmilk_10_page_4_41,0.4524240791797638
arg_pisacowsmilk_10_page_4_42,0.7209635376930237
arg_pisacowsmilk_10_page_4_43,8.241113662719727
arg_pisacowsmilk_10_page_4_44,0.41416966915130615
arg_pisacowsmilk_10_page_4_45,0.6753886044025421
arg_pisacowsmilk_10_page_5_0,4.897279739379883
arg_pisacowsmilk_10_page_5_1,1.657298780977726
arg_pisacowsmilk_10_page_5_2,10.716056823730469
arg_pisacowsmilk_10_page_5_3,10.950102925300598
arg_pisacowsmilk_10_page_5_4,4.480602264404297
arg_pisacowsmilk_10_page_5_5,0.169837087392807
arg_pisacowsmilk_10_page_5_6,6.124899654882029
arg_pisacowsmilk_10_page_5_7,4.100685119628906
arg_pisacowsmilk_10_page_5_8,0.32175561785697937
arg_pisacowsmilk_10_page_5_9,0.6350592970848083
arg_pisacowsmilk_10_page_5_10,0.5740618109703064
arg_pisacowsmilk_10_page_5_11,2.358551502227783
arg_pisacowsmilk_10_page_5_12,11.185453414916992
arg_pisacowsmilk_10_page_5_13,0.15212421119213104
arg_pisacowsmilk_10_page_5_14,5.914463520050049
arg_pisacowsmilk_10_page_5_15,5.762137413024902
arg_pisacowsmilk_10_page_5_16,2.220069646835327
arg_pisacowsmilk_10_page_5_17,7.472496032714844
arg_pisacowsmilk_10_page_5_18,0.7734962105751038
arg_pisacowsmilk_10_page_5_19,3.133054733276367
arg_pisacowsmilk_10_page_5_20,5.902232885360718
arg_pisacowsmilk_10_page_5_21,8.55482292175293
arg_pisacowsmilk_10_page_5_22,4.7934980392456055
arg_pisacowsmilk_10_page_5_23,0.6566465497016907
arg_pisacowsmilk_10_page_5_24,5.942593574523926
arg_pisacowsmilk_10_page_5_25,2.3306215032935143
arg_pisacowsmilk_10_page_5_26,8.376796916127205
arg_pisacowsmilk_10_page_5_27,6.75762939453125
arg_pisacowsmilk_10_page_5_28,2.9317400455474854
arg_pisacowsmilk_10_page_5_29,3.6650912761688232
arg_pisacowsmilk_10_page_5_30,3.8066136837005615
arg_pisacowsmilk_10_page_5_31,4.124682150781155
arg_pisacowsmilk_10_page_5_32,5.4936580444918945
arg_pisacowsmilk_10_page_5_33,5.143469333648682
arg_pisacowsmilk_10_page_5_34,0.49008098244667053
arg_pisacowsmilk_10_page_5_35,6.824649333953857
arg_pisacowsmilk_10_page_5_36,6.564689636230469
arg_pisacowsmilk_10_page_5_37,3.736807107925415
arg_pisacowsmilk_10_page_5_38,3.5456488132476807
arg_pisacowsmilk_10_page_5_39,2.3323705196380615
arg_pisacowsmilk_10_page_5_40,1.3994693756103516
arg_pisacowsmilk_10_page_5_41,3.0760645866394043
arg_pisacowsmilk_10_page_5_42,2.872511625289917
